trip_id,origin_node_id,destination_node_id,departure_time_s,mode,dest_source
t28915,n14279,n78622,29046,car,schedule
t28916,n4534,n61665,29046,car,schedule
t28917,n75780,n8604,29046,car,schedule
t28918,n77477,n16719,29046,car,schedule
t28919,n81134,n103114,29046,car,schedule
t28920,n103202,n59195,29047,car,schedule
t28921,n106807,n37118,29047,car,schedule
t28922,n108438,n54355,29047,car,schedule
t28923,n126193,n2959,29047,car,schedule
t28924,n127389,n53977,29047,car,schedule
t28925,n134802,n134361,29047,car,schedule
t28926,n20092,n58892,29047,car,schedule
t28927,n25020,n95481,29047,car,schedule
t28928,n25712,n81436,29047,car,schedule
t28929,n5305,n118717,29047,car,schedule
t28930,n59245,n61176,29047,car,schedule
t28931,n78677,n11464,29047,car,schedule
t28932,n80673,n84616,29047,car,schedule
t28933,n9249,n30681,29047,car,schedule
t28934,n12167,n47616,29048,car,schedule
t28935,n18022,n17586,29048,car,schedule
t28936,n20334,n125273,29048,car,schedule
t28937,n22442,n108494,29048,car,schedule
t28938,n29983,n71554,29048,car,schedule
t28939,n56833,n102420,29048,car,schedule
t28940,n6152,n46876,29048,car,schedule
t28941,n97649,n125441,29048,car,schedule
t28942,n102464,n90494,29049,car,schedule
t28943,n112814,n24482,29049,car,schedule
t28944,n121530,n84831,29049,car,schedule
t28945,n135392,n39592,29049,car,schedule
t28946,n23302,n111846,29049,car,schedule
t28947,n56430,n57181,29049,car,schedule
t28948,n58633,n49500,29049,car,schedule
t28949,n63797,n102429,29049,car,schedule
t28950,n849,n47122,29049,car,schedule
t28951,n125928,n101539,29050,car,schedule
t28952,n26661,n144764,29050,car,schedule
t28953,n33257,n50106,29050,car,schedule
t28954,n62379,n60999,29050,car,schedule
t28955,n91634,n17960,29050,car,schedule
t28956,n1021,n11042,29051,car,schedule
t28957,n22274,n43821,29051,car,schedule
t28958,n51198,n1687,29051,car,schedule
t28959,n51602,n117900,29051,car,schedule
t28960,n55196,n124571,29051,car,schedule
t28961,n68923,n53218,29051,car,schedule
t28962,n71127,n28438,29051,car,schedule
t28963,n785,n83914,29051,car,schedule
t28964,n85523,n75194,29051,car,schedule
t28965,n8662,n81652,29051,car,schedule
t28966,n10901,n114554,29052,car,schedule
t28967,n11689,n142529,29052,car,schedule
t28968,n120321,n60042,29052,car,schedule
t28969,n127292,n59955,29052,car,schedule
t28970,n20698,n50074,29052,car,schedule
t28971,n24714,n6206,29052,car,schedule
t28972,n9494,n50823,29052,car,schedule
t28973,n17107,n18641,29053,car,schedule
t28974,n45655,n119650,29053,car,schedule
t28975,n59477,n110509,29053,car,schedule
t28976,n75480,n72923,29053,car,schedule
t28977,n78385,n121224,29053,car,schedule
t28978,n138932,n5385,29054,car,schedule
t28979,n24971,n47490,29054,car,schedule
t28980,n27719,n39022,29054,car,schedule
t28981,n4042,n46607,29054,car,schedule
t28982,n5751,n45440,29054,car,schedule
t28983,n9345,n30819,29054,car,schedule
t28984,n115776,n137251,29055,car,schedule
t28985,n121563,n29119,29055,car,schedule
t28986,n123516,n128205,29055,car,schedule
t28987,n365,n113620,29055,car,schedule
t28988,n45903,n1687,29055,car,schedule
t28989,n49653,n76862,29055,car,schedule
t28990,n5603,n38942,29055,car,schedule
t28991,n6052,n14049,29055,car,schedule
t28992,n71751,n29273,29055,car,schedule
t28993,n912,n128077,29055,car,schedule
t28994,n95085,n69093,29055,car,schedule
t28995,n10909,n48739,29056,car,schedule
t28996,n118550,n16719,29056,car,schedule
t28997,n119314,n83659,29056,car,schedule
t28998,n13188,n42494,29056,car,schedule
t28999,n133915,n18706,29056,car,schedule
t29000,n21918,n94232,29056,car,schedule
t29001,n22790,n56585,29056,car,schedule
t29002,n48423,n2237,29056,car,schedule
t29003,n49625,n65666,29056,car,schedule
t29004,n5600,n37982,29056,car,schedule
t29005,n107853,n103556,29057,car,schedule
t29006,n11643,n82131,29057,car,schedule
t29007,n126642,n68651,29057,car,schedule
t29008,n5017,n49687,29057,car,schedule
t29009,n6571,n123003,29057,car,schedule
t29010,n66194,n51259,29057,car,schedule
t29011,n9849,n50538,29057,car,schedule
t29012,n102449,n36706,29058,car,schedule
t29013,n108649,n20360,29058,car,schedule
t29014,n130994,n76886,29058,car,schedule
t29015,n137430,n55511,29058,car,schedule
t29016,n151751,n143897,29058,car,schedule
t29017,n20089,n3972,29058,car,schedule
t29018,n25543,n115059,29058,car,schedule
t29019,n36956,n140203,29058,car,schedule
t29020,n41288,n102588,29058,car,schedule
t29021,n7675,n135889,29058,car,schedule
t29022,n76989,n86862,29058,car,schedule
t29023,n83375,n49807,29058,car,schedule
t29024,n113638,n37615,29059,car,schedule
t29025,n145747,n52840,29059,transit,schedule
t29026,n149399,n52613,29059,bike,schedule
t29027,n153335,n76196,29059,car,schedule
t29028,n19337,n91476,29059,car,schedule
t29029,n20396,n101787,29059,car,schedule
t29030,n20938,n143624,29059,car,schedule
t29031,n22799,n152719,29059,car,schedule
t29032,n30642,n110271,29059,car,schedule
t29033,n52509,n128378,29059,car,schedule
t29034,n59027,n67465,29059,car,schedule
t29035,n71781,n56161,29059,car,schedule
t29036,n94426,n25642,29059,car,schedule
t29037,n12155,n120287,29060,car,schedule
t29038,n158434,n6625,29060,car,schedule
t29039,n21179,n47900,29060,car,schedule
t29040,n22292,n143302,29060,car,schedule
t29041,n26667,n107026,29060,car,schedule
t29042,n5524,n142227,29060,car,schedule
t29043,n63434,n67956,29060,car,schedule
t29044,n7947,n134853,29060,car,schedule
t29045,n1106,n57274,29061,car,schedule
t29046,n123983,n40450,29061,car,schedule
t29047,n19194,n13746,29061,car,schedule
t29048,n45291,n72267,29061,car,schedule
t29049,n6001,n136792,29061,car,schedule
t29050,n71289,n72988,29061,car,schedule
t29051,n91634,n148136,29061,car,schedule
t29052,n102464,n120042,29062,car,schedule
t29053,n109908,n108168,29062,car,schedule
t29054,n20327,n78621,29062,car,schedule
t29055,n20459,n65807,29062,car,schedule
t29056,n4746,n71597,29062,car,schedule
t29057,n5489,n136492,29062,car,schedule
t29058,n62206,n78491,29062,car,schedule
t29059,n70131,n66798,29062,car,schedule
t29060,n10054,n93128,29063,car,schedule
t29061,n12077,n51150,29063,car,schedule
t29062,n12151,n50823,29063,car,schedule
t29063,n136593,n110271,29063,car,schedule
t29064,n18108,n136561,29063,car,schedule
t29065,n20094,n78672,29063,car,schedule
t29066,n20557,n81229,29063,car,schedule
t29067,n24240,n4518,29063,car,schedule
t29068,n24789,n28883,29063,car,schedule
t29069,n29620,n101562,29063,car,schedule
t29070,n29706,n81835,29063,car,schedule
t29071,n5706,n59331,29063,bike,schedule
t29072,n84152,n95581,29063,car,schedule
t29073,n84580,n49668,29063,car,schedule
t29074,n86237,n16719,29063,car,schedule
t29075,n92043,n29344,29063,car,schedule
t29076,n105870,n141596,29064,car,schedule
t29077,n20089,n47855,29064,transit,schedule
t29078,n23831,n50194,29064,car,schedule
t29079,n26254,n110509,29064,car,schedule
t29080,n3090,n94078,29064,car,schedule
t29081,n3094,n2598,29064,car,schedule
t29082,n31321,n136501,29064,car,schedule
t29083,n34763,n87324,29064,car,schedule
t29084,n83101,n79323,29064,car,schedule
t29085,n102449,n137140,29065,car,schedule
t29086,n114301,n97823,29065,car,schedule
t29087,n13126,n54725,29065,car,schedule
t29088,n24163,n87549,29065,car,schedule
t29089,n25392,n39478,29065,car,schedule
t29090,n493,n61317,29065,car,schedule
t29091,n51177,n28883,29065,car,schedule
t29092,n5810,n68729,29065,car,schedule
t29093,n109131,n109187,29066,car,schedule
t29094,n110533,n29421,29066,car,schedule
t29095,n112632,n63730,29066,car,schedule
t29096,n136352,n9546,29066,car,schedule
t29097,n143207,n108168,29066,car,schedule
t29098,n17893,n82437,29066,car,schedule
t29099,n22057,n34593,29066,car,schedule
t29100,n119431,n29411,29067,car,schedule
t29101,n135877,n51088,29067,car,schedule
t29102,n20323,n144768,29067,car,schedule
t29103,n20340,n111675,29067,car,schedule
t29104,n21991,n151350,29067,car,schedule
t29105,n44427,n29421,29067,car,schedule
t29106,n7180,n148136,29067,car,schedule
t29107,n86010,n120665,29067,car,schedule
t29108,n126602,n119818,29068,car,schedule
t29109,n13804,n117860,29068,car,schedule
t29110,n154948,n49108,29068,car,schedule
t29111,n16106,n57680,29068,car,schedule
t29112,n22799,n84479,29068,car,schedule
t29113,n49543,n125192,29068,car,schedule
t29114,n50137,n136797,29068,car,schedule
t29115,n6003,n110731,29068,car,schedule
t29116,n60410,n12855,29068,car,schedule
t29117,n108438,n116003,29069,car,schedule
t29118,n11466,n22845,29069,car,schedule
t29119,n115042,n47616,29069,car,schedule
t29120,n118182,n65845,29069,car,schedule
t29121,n119820,n59905,29069,car,schedule
t29122,n129804,n17779,29069,car,schedule
t29123,n16114,n95330,29069,car,schedule
t29124,n19959,n102420,29069,car,schedule
t29125,n44456,n56663,29069,car,schedule
t29126,n51324,n89951,29069,car,schedule
t29127,n9057,n49499,29069,car,schedule
t29128,n102093,n30443,29070,car,schedule
t29129,n11567,n47086,29070,car,schedule
t29130,n118240,n36944,29070,car,schedule
t29131,n140130,n78562,29070,car,schedule
t29132,n2787,n116117,29070,car,schedule
t29133,n45338,n116760,29070,car,schedule
t29134,n4633,n130196,29070,car,schedule
t29135,n50742,n47397,29070,car,schedule
t29136,n68899,n59818,29070,car,schedule
t29137,n9508,n51359,29070,car,schedule
t29138,n11146,n29834,29071,car,schedule
t29139,n130136,n80611,29071,car,schedule
t29140,n19050,n85494,29071,car,schedule
t29141,n61485,n37615,29071,car,schedule
t29142,n74787,n8941,29071,car,schedule
t29143,n127808,n80569,29072,car,schedule
t29144,n47161,n45057,29072,car,schedule
t29145,n52281,n110271,29072,car,schedule
t29146,n69202,n7020,29072,car,schedule
t29147,n75512,n51108,29072,car,schedule
t29148,n2386,n47752,29073,car,schedule
t29149,n33576,n112931,29073,transit,schedule
t29150,n69290,n28883,29073,car,schedule
t29151,n130788,n149487,29074,car,schedule
t29152,n29409,n22596,29074,car,schedule
t29153,n8654,n30459,29074,car,schedule
t29154,n113768,n114554,29075,car,schedule
t29155,n137358,n110271,29075,car,schedule
t29156,n13837,n124677,29075,car,schedule
t29157,n145936,n146060,29075,car,schedule
t29158,n66523,n75706,29075,car,schedule
t29159,n9055,n110750,29075,car,schedule
t29160,n9494,n114554,29075,car,schedule
t29161,n16259,n5756,29076,car,schedule
t29162,n22762,n112085,29076,car,schedule
t29163,n2834,n144632,29076,car,schedule
t29164,n56550,n115119,29076,car,schedule
t29165,n6134,n130393,29076,car,schedule
t29166,n7764,n87386,29076,car,schedule
t29167,n127682,n57141,29077,car,schedule
t29168,n22567,n119415,29077,car,schedule
t29169,n3487,n112928,29077,car,schedule
t29170,n59574,n23050,29077,car,schedule
t29171,n12534,n60325,29078,car,schedule
t29172,n9241,n142971,29078,transit,schedule
t29173,n141633,n110389,29079,car,schedule
t29174,n142412,n42851,29079,car,schedule
t29175,n149607,n46606,29079,car,schedule
t29176,n23527,n115196,29079,car,schedule
t29177,n28468,n4804,29079,car,schedule
t29178,n6061,n40781,29079,car,schedule
t29179,n62204,n61988,29079,car,schedule
t29180,n66767,n98070,29079,car,schedule
t29181,n81343,n49632,29079,car,schedule
t29182,n1042,n25755,29080,car,schedule
t29183,n118240,n60757,29080,car,schedule
t29184,n140091,n108848,29080,car,schedule
t29185,n145011,n129671,29080,car,schedule
t29186,n2212,n116753,29080,car,schedule
t29187,n23703,n133089,29080,car,schedule
t29188,n3099,n145890,29080,car,schedule
t29189,n41533,n126604,29080,car,schedule
t29190,n53804,n50846,29080,car,schedule
t29191,n7699,n13811,29080,car,schedule
t29192,n89793,n69112,29080,car,schedule
t29193,n9227,n60376,29080,car,schedule
t29194,n114785,n117808,29081,car,schedule
t29195,n20563,n71243,29081,car,schedule
t29196,n43890,n84292,29081,car,schedule
t29197,n44356,n52508,29081,car,schedule
t29198,n69311,n136560,29081,car,schedule
t29199,n7410,n78621,29081,car,schedule
t29200,n83101,n15342,29081,car,schedule
t29201,n29526,n94223,29082,car,schedule
t29202,n34237,n108168,29082,car,schedule
t29203,n35881,n22058,29082,car,schedule
t29204,n56551,n14811,29082,car,schedule
t29205,n65287,n30208,29082,car,schedule
t29206,n8262,n17270,29082,car,schedule
t29207,n11591,n25525,29083,car,schedule
t29208,n12591,n47616,29083,car,schedule
t29209,n1271,n158446,29083,car,schedule
t29210,n13052,n30533,29083,car,schedule
t29211,n136647,n911,29083,car,schedule
t29212,n15976,n57940,29083,car,schedule
t29213,n26115,n21531,29083,car,schedule
t29214,n56608,n119061,29083,car,schedule
t29215,n59245,n134619,29083,car,schedule
t29216,n61408,n72394,29083,car,schedule
t29217,n68745,n32120,29083,car,schedule
t29218,n85563,n6206,29083,car,schedule
t29219,n91613,n109058,29083,car,schedule
t29220,n119428,n116059,29084,car,schedule
t29221,n135942,n54059,29084,car,schedule
t29222,n15529,n13632,29084,car,schedule
t29223,n156199,n148044,29084,car,schedule
t29224,n17513,n25430,29084,car,schedule
t29225,n24713,n80548,29084,car,schedule
t29226,n3982,n69629,29084,car,schedule
t29227,n10935,n28743,29085,car,schedule
t29228,n112930,n31162,29085,car,schedule
t29229,n12326,n89461,29085,car,schedule
t29230,n12481,n60416,29085,car,schedule
t29231,n13887,n77491,29085,car,schedule
t29232,n26111,n56337,29085,car,schedule
t29233,n26683,n56842,29085,car,schedule
t29234,n30097,n24012,29085,car,schedule
t29235,n40590,n55560,29085,car,schedule
t29236,n49545,n36751,29085,car,schedule
t29237,n67837,n108848,29085,car,schedule
t29238,n70904,n94232,29085,car,schedule
t29239,n79749,n29566,29085,car,schedule
t29240,n128731,n103396,29086,car,schedule
t29241,n13018,n122721,29086,car,schedule
t29242,n134930,n65364,29086,car,schedule
t29243,n2563,n75632,29086,car,schedule
t29244,n49156,n144768,29086,car,schedule
t29245,n5525,n57986,29086,car,schedule
t29246,n7104,n81229,29086,car,schedule
t29247,n78188,n26285,29086,car,schedule
t29248,n81750,n50744,29086,car,schedule
t29249,n101720,n62971,29087,car,schedule
t29250,n123983,n36772,29087,car,schedule
t29251,n124326,n151299,29087,car,schedule
t29252,n130218,n146522,29087,car,schedule
t29253,n13622,n67439,29087,car,schedule
t29254,n143265,n138559,29087,car,schedule
t29255,n28765,n92846,29087,car,schedule
t29256,n32471,n108436,29087,car,schedule
t29257,n51139,n66428,29087,car,schedule
t29258,n8212,n84213,29087,car,schedule
t29259,n119364,n36903,29088,car,schedule
t29260,n120199,n69391,29088,car,schedule
t29261,n12923,n63876,29088,car,schedule
t29262,n136050,n55418,29088,car,schedule
t29263,n139831,n69120,29088,car,schedule
t29264,n3871,n48965,29088,car,schedule
t29265,n4200,n93103,29088,car,schedule
t29266,n43893,n125270,29088,car,schedule
t29267,n5606,n20525,29088,car,schedule
t29268,n61843,n30413,29088,car,schedule
t29269,n9210,n110147,29088,car,schedule
t29270,n92806,n39813,29088,car,schedule
t29271,n10461,n7094,29089,car,schedule
t29272,n131076,n16719,29089,car,schedule
t29273,n136683,n125141,29089,car,schedule
t29274,n141440,n32352,29089,car,schedule
t29275,n150864,n56777,29089,car,schedule
t29276,n23123,n68651,29089,car,schedule
t29277,n26701,n118689,29089,car,schedule
t29278,n29255,n95496,29089,car,schedule
t29279,n30811,n31058,29089,car,schedule
t29280,n32124,n11590,29089,car,schedule
t29281,n55717,n112765,29089,car,schedule
t29282,n64281,n49414,29089,car,schedule
t29283,n69241,n48732,29089,car,schedule
t29284,n72167,n106535,29089,car,schedule
t29285,n74975,n69629,29089,car,schedule
t29286,n82636,n110960,29089,car,schedule
t29287,n10740,n108848,29090,car,schedule
t29288,n110707,n81565,29090,car,schedule
t29289,n14398,n77830,29090,car,schedule
t29290,n153335,n86011,29090,car,schedule
t29291,n16609,n76722,29090,car,schedule
t29292,n76884,n84479,29090,car,schedule
t29293,n83901,n60757,29090,car,schedule
t29294,n849,n48589,29090,car,schedule
t29295,n8808,n35881,29090,car,schedule
t29296,n2941,n50790,29091,car,schedule
t29297,n3188,n62857,29091,car,schedule
t29298,n37323,n108168,29091,car,schedule
t29299,n43913,n36886,29091,car,schedule
t29300,n43954,n95568,29091,car,schedule
t29301,n12827,n129841,29092,car,schedule
t29302,n149894,n110385,29092,car,schedule
t29303,n157749,n117947,29092,car,schedule
t29304,n3097,n63510,29092,car,schedule
t29305,n7228,n47122,29092,car,schedule
t29306,n82137,n89614,29092,car,schedule
t29307,n136122,n18699,29093,car,schedule
t29308,n14262,n9917,29093,car,schedule
t29309,n20557,n56537,29093,car,schedule
t29310,n23235,n25961,29093,car,schedule
t29311,n2381,n11787,29093,car,schedule
t29312,n51602,n59561,29093,car,schedule
t29313,n57013,n113127,29093,car,schedule
t29314,n101642,n96997,29094,car,schedule
t29315,n108955,n80548,29094,car,schedule
t29316,n118240,n134324,29094,car,schedule
t29317,n14292,n53084,29094,car,schedule
t29318,n150346,n21643,29094,car,schedule
t29319,n19488,n40017,29094,car,schedule
t29320,n22387,n133588,29094,car,schedule
t29321,n5599,n49399,29094,car,schedule
t29322,n9069,n23183,29094,car,schedule
t29323,n12651,n32120,29095,car,schedule
t29324,n12856,n12673,29095,car,schedule
t29325,n151074,n72888,29095,car,schedule
t29326,n17772,n49644,29095,car,schedule
t29327,n23713,n8765,29095,car,schedule
t29328,n9083,n30444,29095,car,schedule
t29329,n12123,n53440,29096,car,schedule
t29330,n2374,n38203,29096,car,schedule
t29331,n3288,n30228,29096,car,schedule
t29332,n53715,n48876,29096,car,schedule
t29333,n739,n82150,29096,car,schedule
t29334,n75340,n591,29096,car,schedule
t29335,n102624,n31255,29097,car,schedule
t29336,n13382,n49935,29097,car,schedule
t29337,n146709,n38630,29097,car,schedule
t29338,n154373,n92002,29097,car,schedule
t29339,n19952,n140465,29097,car,schedule
t29340,n20866,n74506,29097,car,schedule
t29341,n22075,n53747,29097,car,schedule
t29342,n22320,n48116,29097,car,schedule
t29343,n23205,n31533,29097,car,schedule
t29344,n23678,n28726,29097,car,schedule
t29345,n23974,n57294,29097,car,schedule
t29346,n62377,n50459,29097,car,schedule
t29347,n139935,n133363,29098,car,schedule
t29348,n14318,n62971,29098,car,schedule
t29349,n147045,n154707,29098,car,schedule
t29350,n2148,n80548,29098,car,schedule
t29351,n65942,n64424,29098,car,schedule
t29352,n955,n65845,29098,car,schedule
t29353,n12923,n72020,29099,car,schedule
t29354,n14400,n151350,29099,car,schedule
t29355,n20327,n53527,29099,car,schedule
t29356,n3436,n129804,29099,car,schedule
t29357,n56905,n10518,29099,car,schedule
t29358,n11435,n124916,29100,car,schedule
t29359,n12524,n87450,29100,car,schedule
t29360,n12550,n144768,29100,car,schedule
t29361,n128439,n99388,29100,car,schedule
t29362,n131630,n68568,29100,car,schedule
t29363,n20328,n37894,29100,car,schedule
t29364,n22811,n50597,29100,car,schedule
t29365,n2753,n49391,29100,car,schedule
t29366,n3087,n78278,29100,car,schedule
t29367,n31321,n93582,29100,car,schedule
t29368,n43471,n45032,29100,car,schedule
t29369,n86856,n139,29100,car,schedule
t29370,n12818,n114518,29101,car,schedule
t29371,n22651,n61539,29101,car,schedule
t29372,n43399,n32681,29101,car,schedule
t29373,n4925,n116636,29101,car,schedule
t29374,n58286,n81949,29101,car,schedule
t29375,n87443,n55561,29101,car,schedule
t29376,n13291,n90512,29102,car,schedule
t29377,n147581,n58080,29102,car,schedule
t29378,n24391,n63440,29102,car,schedule
t29379,n2959,n153549,29102,car,schedule
t29380,n50137,n10460,29102,car,schedule
t29381,n71127,n129775,29102,car,schedule
t29382,n12798,n67500,29103,car,schedule
t29383,n22272,n130067,29103,car,schedule
t29384,n23962,n72425,29103,car,schedule
t29385,n47936,n81949,29103,car,schedule
t29386,n5368,n48011,29103,car,schedule
t29387,n61309,n21500,29103,car,schedule
t29388,n137093,n133196,29104,car,schedule
t29389,n150388,n90750,29104,car,schedule
t29390,n23739,n118406,29104,car,schedule
t29391,n24803,n68210,29104,car,schedule
t29392,n3987,n142002,29104,car,schedule
t29393,n59183,n56831,29104,car,schedule
t29394,n64517,n77660,29104,car,schedule
t29395,n7841,n154197,29104,car,schedule
t29396,n132655,n32681,29105,car,schedule
t29397,n14398,n119817,29105,car,schedule
t29398,n17983,n20358,29105,car,schedule
t29399,n70576,n81513,29105,car,schedule
t29400,n7076,n119947,29105,car,schedule
t29401,n91144,n86851,29105,car,schedule
t29402,n10394,n3374,29106,car,schedule
t29403,n126985,n3671,29106,car,schedule
t29404,n12931,n117801,29106,car,schedule
t29405,n13492,n6434,29106,car,schedule
t29406,n22939,n85288,29106,car,schedule
t29407,n23235,n13632,29106,car,schedule
t29408,n32693,n111504,29106,car,schedule
t29409,n78285,n58088,29106,car,schedule
t29410,n86203,n67455,29106,car,schedule
t29411,n10918,n49702,29107,car,schedule
t29412,n138657,n78622,29107,car,schedule
t29413,n19968,n80834,29107,car,schedule
t29414,n25722,n43822,29107,car,schedule
t29415,n26421,n69630,29107,car,schedule
t29416,n36910,n58772,29107,car,schedule
t29417,n5275,n60863,29107,car,schedule
t29418,n100385,n137225,29108,car,schedule
t29419,n129240,n27070,29108,car,schedule
t29420,n16063,n61254,29108,car,schedule
t29421,n21155,n86668,29108,car,schedule
t29422,n25038,n143693,29108,car,schedule
t29423,n2567,n119061,29108,car,schedule
t29424,n30090,n112327,29108,car,schedule
t29425,n31416,n43891,29108,car,schedule
t29426,n38399,n153852,29108,car,schedule
t29427,n49404,n44902,29108,car,schedule
t29428,n5939,n32681,29108,car,schedule
t29429,n6296,n154600,29108,car,schedule
t29430,n6663,n87289,29108,car,schedule
t29431,n75784,n82282,29108,car,schedule
t29432,n81528,n147207,29108,car,schedule
t29433,n8262,n138521,29108,transit,schedule
t29434,n136523,n32292,29109,car,schedule
t29435,n138813,n68082,29109,car,schedule
t29436,n19764,n111906,29109,car,schedule
t29437,n19769,n80435,29109,car,schedule
t29438,n31414,n53569,29109,car,schedule
t29439,n43412,n48291,29109,car,schedule
t29440,n60410,n80142,29109,car,schedule
t29441,n78819,n62928,29109,car,schedule
t29442,n82629,n47616,29109,car,schedule
t29443,n12591,n120665,29110,car,schedule
t29444,n13272,n129340,29110,car,schedule
t29445,n134635,n114706,29110,car,schedule
t29446,n20316,n6080,29110,car,schedule
t29447,n39212,n122952,29110,car,schedule
t29448,n49262,n72749,29110,car,schedule
t29449,n5475,n84078,29110,car,schedule
t29450,n57754,n130297,29110,car,schedule
t29451,n77034,n103160,29110,car,schedule
t29452,n8589,n47122,29110,car,schedule
t29453,n134866,n145493,29111,car,schedule
t29454,n25115,n85294,29111,car,schedule
t29455,n49511,n118951,29111,car,schedule
t29456,n114420,n11986,29112,car,schedule
t29457,n12591,n6208,29112,car,schedule
t29458,n137039,n89876,29112,car,schedule
t29459,n17961,n24458,29112,car,schedule
t29460,n18002,n44656,29112,car,schedule
t29461,n25340,n6923,29112,car,schedule
t29462,n61745,n24466,29112,car,schedule
t29463,n7435,n48935,29112,car,schedule
t29464,n7717,n58674,29112,car,schedule
t29465,n885,n32231,29112,transit,schedule
t29466,n9810,n116393,29112,car,schedule
t29467,n10335,n110126,29113,car,schedule
t29468,n139781,n51695,29113,transit,schedule
t29469,n154974,n18417,29113,car,schedule
t29470,n20545,n81949,29113,car,schedule
t29471,n22983,n113272,29113,car,schedule
t29472,n23495,n56527,29113,car,schedule
t29473,n24271,n12275,29113,car,schedule
t29474,n29348,n85877,29113,car,schedule
t29475,n10095,n95496,29114,car,schedule
t29476,n111027,n72493,29114,car,schedule
t29477,n11264,n129035,29114,car,schedule
t29478,n115375,n8448,29114,car,schedule
t29479,n14076,n49703,29114,car,schedule
t29480,n146944,n15942,29114,car,schedule
t29481,n155636,n57745,29114,car,schedule
t29482,n16291,n54915,29114,car,schedule
t29483,n5483,n152080,29114,car,schedule
t29484,n60254,n128219,29114,car,schedule
t29485,n7212,n61501,29114,car,schedule
t29486,n74308,n95462,29114,car,schedule
t29487,n75764,n87891,29114,car,schedule
t29488,n11585,n29351,29115,car,schedule
t29489,n22651,n48010,29115,car,schedule
t29490,n36956,n126591,29115,car,schedule
t29491,n41288,n56885,29115,car,schedule
t29492,n4544,n58865,29115,car,schedule
t29493,n59101,n40017,29115,car,schedule
t29494,n61676,n89614,29115,car,schedule
t29495,n111672,n108168,29116,car,schedule
t29496,n112492,n22157,29116,car,schedule
t29497,n120331,n32231,29116,car,schedule
t29498,n143138,n43889,29116,car,schedule
t29499,n20075,n146259,29116,car,schedule
t29500,n108960,n108949,29117,car,schedule
t29501,n126365,n44133,29117,car,schedule
t29502,n20557,n128322,29117,car,schedule
t29503,n3647,n17949,29117,car,schedule
t29504,n47247,n45276,29117,car,schedule
t29505,n54396,n72543,29117,car,schedule
t29506,n67880,n117186,29117,car,schedule
t29507,n110171,n127192,29118,car,schedule
t29508,n12615,n82189,29118,car,schedule
t29509,n12791,n6290,29118,car,schedule
t29510,n20069,n138782,29118,car,schedule
t29511,n30446,n30737,29118,car,schedule
t29512,n30782,n144751,29118,car,schedule
t29513,n32284,n102429,29118,car,schedule
t29514,n5422,n128070,29118,car,schedule
t29515,n62204,n81510,29118,car,schedule
t29516,n6785,n113583,29118,car,schedule
t29517,n68868,n94068,29118,car,schedule
t29518,n91124,n36824,29118,car,schedule
t29519,n9490,n46582,29118,car,schedule
t29520,n112930,n3108,29119,car,schedule
t29521,n116854,n93128,29119,car,schedule
t29522,n127114,n91320,29119,car,schedule
t29523,n129947,n72683,29119,car,schedule
t29524,n25655,n62927,29119,car,schedule
t29525,n29392,n22859,29119,car,schedule
t29526,n5808,n23998,29119,car,schedule
t29527,n79961,n12269,29119,car,schedule
t29528,n84853,n58926,29119,car,schedule
t29529,n95067,n52321,29119,car,schedule
t29530,n113896,n17781,29120,car,schedule
t29531,n117243,n112246,29120,car,schedule
t29532,n119431,n44133,29120,car,schedule
t29533,n139317,n95481,29120,car,schedule
t29534,n144608,n94893,29120,car,schedule
t29535,n1593,n9138,29120,car,schedule
t29536,n16244,n18129,29120,car,schedule
t29537,n49167,n31162,29120,car,schedule
t29538,n58477,n47121,29120,car,schedule
t29539,n93990,n29451,29120,car,schedule
t29540,n123385,n39806,29121,car,schedule
t29541,n125570,n57308,29121,car,schedule
t29542,n17506,n76903,29121,car,schedule
t29543,n27074,n126607,29121,car,schedule
t29544,n44154,n157814,29121,car,schedule
t29545,n44368,n121989,29121,car,schedule
t29546,n69231,n110271,29121,car,schedule
t29547,n87443,n55561,29121,car,schedule
t29548,n1019,n133756,29122,car,schedule
t29549,n11265,n48711,29122,car,schedule
t29550,n123410,n60285,29122,car,schedule
t29551,n3098,n39022,29122,car,schedule
t29552,n51198,n148472,29122,car,schedule
t29553,n114451,n50458,29123,car,schedule
t29554,n139991,n140368,29123,car,schedule
t29555,n154758,n143613,29123,car,schedule
t29556,n23824,n81281,29123,car,schedule
t29557,n28733,n113013,29123,car,schedule
t29558,n2907,n154664,29123,car,schedule
t29559,n3439,n2958,29123,car,schedule
t29560,n39691,n56086,29123,car,schedule
t29561,n2429,n53569,29124,car,schedule
t29562,n29766,n156320,29124,car,schedule
t29563,n46105,n113013,29124,car,schedule
t29564,n59277,n64401,29124,car,schedule
t29565,n68732,n57005,29124,car,schedule
t29566,n71127,n129085,29124,car,schedule
t29567,n1099,n46732,29125,car,schedule
t29568,n111365,n44194,29125,car,schedule
t29569,n119584,n72216,29125,car,schedule
t29570,n136649,n911,29125,car,schedule
t29571,n137121,n23935,29125,car,schedule
t29572,n147390,n47648,29125,car,schedule
t29573,n150346,n53748,29125,car,schedule
t29574,n18407,n123153,29125,car,schedule
t29575,n4538,n82172,29125,car,schedule
t29576,n5429,n117326,29125,car,schedule
t29577,n54876,n57005,29125,car,schedule
t29578,n6309,n35482,29125,car,schedule
t29579,n77964,n138173,29125,car,schedule
